"ltv","ttime","abt","tue"
"{""n"":""770""}","{""n"":""3092035""}","{""n"":""56""}","{""n"":""210""}"
"{""n"":""150""}","{""n"":""2342430""}","{""n"":""10""}","{""n"":""38""}"
"{""n"":""250""}","{""n"":""111831""}","{""n"":""47""}","{""n"":""15""}"
"{""n"":""350""}","{""n"":""2475996""}","{""n"":""10""}","{""n"":""57""}"
"{""n"":""200""}","{""n"":""6741880""}","{""n"":""55""}","{""n"":""145""}"
"{""n"":""747""}","{""n"":""15003386""}","{""n"":""2""}","{""n"":""527""}"
"{""n"":""250""}","{""n"":""7101211""}","{""n"":""4""}","{""n"":""510""}"
"{""n"":""229""}","{""n"":""3490783""}","{""n"":""28""}","{""n"":""38""}"
"{""n"":""250""}","{""n"":""1625442""}","{""n"":""11""}","{""n"":""61""}"
"{""n"":""250""}","{""n"":""370467""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""26524442""}","{""n"":""19""}","{""n"":""618""}"
"{""n"":""125""}","{""n"":""0""}","{""n"":""40""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""532683""}","{""n"":""36""}","{""n"":""21""}"
"{""n"":""125""}","{""n"":""181427117""}","{""n"":""29""}","{""n"":""783""}"
"{""n"":""49""}","{""n"":""88014""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""2970107""}","{""n"":""29""}","{""n"":""82""}"
"{""n"":""80""}","{""n"":""535260""}","{""n"":""37""}","{""n"":""18""}"
"{""n"":""200""}","{""n"":""155987""}","{""n"":""1""}","{""n"":""15""}"
"{""n"":""551""}","{""n"":""2581330""}","{""n"":""47""}","{""n"":""33""}"
"{""n"":""136""}","{""n"":""0""}","{""n"":""7""}","{""n"":""15""}"
"{""n"":""570""}","{""n"":""445554""}","{""n"":""6""}","{""n"":""35""}"
"{""n"":""210""}","{""n"":""809629""}","{""n"":""40""}","{""n"":""20""}"
"{""n"":""105""}","{""n"":""8538703""}","{""n"":""48""}","{""n"":""126""}"
"{""n"":""250.99999999999997""}","{""n"":""61929""}","{""n"":""51""}","{""n"":""15""}"
"{""n"":""105""}","{""n"":""106216021""}","{""n"":""24""}","{""n"":""419""}"
"{""n"":""150""}","{""n"":""7950""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""725""}","{""n"":""911377""}","{""n"":""31""}","{""n"":""27""}"
"{""n"":""200""}","{""n"":""1749045""}","{""n"":""6""}","{""n"":""75""}"
"{""n"":""375""}","{""n"":""73251243""}","{""n"":""56""}","{""n"":""1167""}"
"{""n"":""376""}","{""n"":""9784773""}","{""n"":""4""}","{""n"":""399""}"
"{""n"":""172""}","{""n"":""4856624""}","{""n"":""44""}","{""n"":""53""}"
"{""n"":""1420""}","{""n"":""48589925""}","{""n"":""22""}","{""n"":""896""}"
"{""n"":""600""}","{""n"":""43982""}","{""n"":""25""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""0""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""725""}","{""n"":""62504142""}","{""n"":""26""}","{""n"":""680""}"
"{""n"":""180""}","{""n"":""138057""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""700""}","{""n"":""6078326""}","{""n"":""14""}","{""n"":""163""}"
"{""n"":""250""}","{""n"":""389450""}","{""n"":""16""}","{""n"":""25""}"
"{""n"":""350""}","{""n"":""3884154""}","{""n"":""58""}","{""n"":""249""}"
"{""n"":""180""}","{""n"":""7452333""}","{""n"":""39""}","{""n"":""53""}"
"{""n"":""600""}","{""n"":""0""}","{""n"":""13""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""398861""}","{""n"":""3""}","{""n"":""28""}"
"{""n"":""250""}","{""n"":""295524""}","{""n"":""2""}","{""n"":""35""}"
"{""n"":""120""}","{""n"":""0""}","{""n"":""25""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""7758152""}","{""n"":""11""}","{""n"":""171""}"
"{""n"":""430""}","{""n"":""6166628""}","{""n"":""5""}","{""n"":""420""}"
"{""n"":""200""}","{""n"":""186115""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1291055""}","{""n"":""1""}","{""n"":""60""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""46""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""2208029""}","{""n"":""1""}","{""n"":""160""}"
"{""n"":""320""}","{""n"":""4510200""}","{""n"":""37""}","{""n"":""131""}"
"{""n"":""256""}","{""n"":""1807509""}","{""n"":""10""}","{""n"":""29""}"
"{""n"":""450""}","{""n"":""0""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""61773""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""212825""}","{""n"":""13""}","{""n"":""25""}"
"{""n"":""750""}","{""n"":""201156""}","{""n"":""4""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""7967""}","{""n"":""9""}","{""n"":""15""}"
"{""n"":""990""}","{""n"":""29055132""}","{""n"":""26""}","{""n"":""724""}"
"{""n"":""240""}","{""n"":""27993""}","{""n"":""29""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""35596""}","{""n"":""60""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""1051475""}","{""n"":""57""}","{""n"":""88""}"
"{""n"":""320""}","{""n"":""1364572""}","{""n"":""57""}","{""n"":""108""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""51""}","{""n"":""15""}"
"{""n"":""101""}","{""n"":""954863""}","{""n"":""52""}","{""n"":""21""}"
"{""n"":""565""}","{""n"":""3524151""}","{""n"":""1""}","{""n"":""215""}"
"{""n"":""200""}","{""n"":""143704""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""46""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""953773""}","{""n"":""12""}","{""n"":""45""}"
"{""n"":""255""}","{""n"":""2014467""}","{""n"":""54""}","{""n"":""33""}"
"{""n"":""250""}","{""n"":""22049""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""82266""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""480""}","{""n"":""5568556""}","{""n"":""54""}","{""n"":""116""}"
"{""n"":""450""}","{""n"":""3202384""}","{""n"":""47""}","{""n"":""103""}"
"{""n"":""320""}","{""n"":""73413""}","{""n"":""28""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""338145""}","{""n"":""51""}","{""n"":""23""}"
"{""n"":""145""}","{""n"":""0""}","{""n"":""55""}","{""n"":""15""}"
"{""n"":""35""}","{""n"":""0""}","{""n"":""40""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""1902043""}","{""n"":""38""}","{""n"":""87""}"
"{""n"":""450""}","{""n"":""2441647""}","{""n"":""6""}","{""n"":""190""}"
"{""n"":""172""}","{""n"":""9910""}","{""n"":""5""}","{""n"":""15""}"
"{""n"":""360""}","{""n"":""6660256""}","{""n"":""20""}","{""n"":""119""}"
"{""n"":""200""}","{""n"":""1307908""}","{""n"":""29""}","{""n"":""45""}"
"{""n"":""300""}","{""n"":""541962""}","{""n"":""60""}","{""n"":""33""}"
"{""n"":""300""}","{""n"":""0""}","{""n"":""9""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""753325""}","{""n"":""41""}","{""n"":""25""}"
"{""n"":""520""}","{""n"":""3559946""}","{""n"":""40""}","{""n"":""102""}"
"{""n"":""650""}","{""n"":""6642043""}","{""n"":""30""}","{""n"":""209""}"
"{""n"":""427""}","{""n"":""2834314""}","{""n"":""13""}","{""n"":""96""}"
"{""n"":""385""}","{""n"":""1115522""}","{""n"":""56""}","{""n"":""75""}"
"{""n"":""150""}","{""n"":""8841357""}","{""n"":""41""}","{""n"":""84""}"
"{""n"":""200""}","{""n"":""1688078""}","{""n"":""22""}","{""n"":""60""}"
"{""n"":""415""}","{""n"":""0""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""136""}","{""n"":""688481""}","{""n"":""6""}","{""n"":""38""}"
"{""n"":""385""}","{""n"":""1999""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""7737583""}","{""n"":""16""}","{""n"":""118""}"
"{""n"":""180""}","{""n"":""24914293""}","{""n"":""41""}","{""n"":""207""}"
"{""n"":""250""}","{""n"":""1346712""}","{""n"":""2""}","{""n"":""100""}"
"{""n"":""430""}","{""n"":""4216058""}","{""n"":""47""}","{""n"":""88""}"
"{""n"":""250""}","{""n"":""22007""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""562""}","{""n"":""14903609""}","{""n"":""41""}","{""n"":""177""}"
"{""n"":""150""}","{""n"":""10563586""}","{""n"":""30""}","{""n"":""111""}"
"{""n"":""150""}","{""n"":""84992""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""1775""}","{""n"":""138401918""}","{""n"":""34""}","{""n"":""1962""}"
"{""n"":""149""}","{""n"":""1868096""}","{""n"":""12""}","{""n"":""38""}"
"{""n"":""200""}","{""n"":""643929""}","{""n"":""54""}","{""n"":""32""}"
"{""n"":""500""}","{""n"":""0""}","{""n"":""19""}","{""n"":""15""}"
"{""n"":""430""}","{""n"":""1732774""}","{""n"":""31""}","{""n"":""36""}"
"{""n"":""1062""}","{""n"":""12842828""}","{""n"":""13""}","{""n"":""305""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""43""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""3876394""}","{""n"":""19""}","{""n"":""103""}"
"{""n"":""400""}","{""n"":""1042299""}","{""n"":""14""}","{""n"":""42""}"
"{""n"":""150""}","{""n"":""13977""}","{""n"":""35""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""2575636""}","{""n"":""18""}","{""n"":""49""}"
"{""n"":""250""}","{""n"":""8532935""}","{""n"":""39""}","{""n"":""133""}"
"{""n"":""240""}","{""n"":""41698""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""682712""}","{""n"":""11""}","{""n"":""45""}"
"{""n"":""200""}","{""n"":""121942""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""1080""}","{""n"":""653551""}","{""n"":""18""}","{""n"":""21""}"
"{""n"":""335""}","{""n"":""2002922""}","{""n"":""42""}","{""n"":""36""}"
"{""n"":""300""}","{""n"":""183729""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""379693""}","{""n"":""49""}","{""n"":""22""}"
"{""n"":""250""}","{""n"":""675279""}","{""n"":""52""}","{""n"":""38""}"
"{""n"":""200""}","{""n"":""104318""}","{""n"":""44""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""64033""}","{""n"":""20""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""751""}","{""n"":""210466374""}","{""n"":""23""}","{""n"":""540""}"
"{""n"":""150""}","{""n"":""8894679""}","{""n"":""46""}","{""n"":""99""}"
"{""n"":""200""}","{""n"":""416579""}","{""n"":""55""}","{""n"":""35""}"
"{""n"":""172""}","{""n"":""188259""}","{""n"":""5""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""433200""}","{""n"":""3""}","{""n"":""35""}"
"{""n"":""565""}","{""n"":""619416""}","{""n"":""50""}","{""n"":""30""}"
"{""n"":""250""}","{""n"":""4908471""}","{""n"":""28""}","{""n"":""189""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""1841704""}","{""n"":""10""}","{""n"":""53""}"
"{""n"":""174""}","{""n"":""57496595""}","{""n"":""42""}","{""n"":""288""}"
"{""n"":""750""}","{""n"":""61803083""}","{""n"":""46""}","{""n"":""1049""}"
"{""n"":""32""}","{""n"":""17376431""}","{""n"":""47""}","{""n"":""137""}"
"{""n"":""100""}","{""n"":""1761670""}","{""n"":""57""}","{""n"":""86""}"
"{""n"":""380""}","{""n"":""2266724""}","{""n"":""34""}","{""n"":""55""}"
"{""n"":""210""}","{""n"":""802474""}","{""n"":""29""}","{""n"":""45""}"
"{""n"":""600""}","{""n"":""57957""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""6716439""}","{""n"":""2""}","{""n"":""275""}"
"{""n"":""180""}","{""n"":""41660""}","{""n"":""29""}","{""n"":""15""}"
"{""n"":""570""}","{""n"":""10864719""}","{""n"":""34""}","{""n"":""331""}"
"{""n"":""200""}","{""n"":""46326""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""407""}","{""n"":""1098721""}","{""n"":""57""}","{""n"":""38""}"
"{""n"":""351""}","{""n"":""393847""}","{""n"":""6""}","{""n"":""23""}"
"{""n"":""450""}","{""n"":""5964377""}","{""n"":""52""}","{""n"":""130""}"
"{""n"":""49""}","{""n"":""8091052""}","{""n"":""43""}","{""n"":""51""}"
"{""n"":""250""}","{""n"":""426401""}","{""n"":""26""}","{""n"":""21""}"
"{""n"":""56.00000000000001""}","{""n"":""893175""}","{""n"":""8""}","{""n"":""19""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""9""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""147390""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""2750434""}","{""n"":""31""}","{""n"":""127""}"
"{""n"":""600""}","{""n"":""706453""}","{""n"":""20""}","{""n"":""45""}"
"{""n"":""370""}","{""n"":""2383781""}","{""n"":""46""}","{""n"":""76""}"
"{""n"":""1530""}","{""n"":""6920585""}","{""n"":""11""}","{""n"":""187""}"
"{""n"":""250""}","{""n"":""5512445""}","{""n"":""3""}","{""n"":""365""}"
"{""n"":""200""}","{""n"":""21888""}","{""n"":""55""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""1821956""}","{""n"":""10""}","{""n"":""80""}"
"{""n"":""450""}","{""n"":""29182625""}","{""n"":""51""}","{""n"":""586""}"
"{""n"":""200""}","{""n"":""394105""}","{""n"":""48""}","{""n"":""23""}"
"{""n"":""100""}","{""n"":""0""}","{""n"":""60""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""323843""}","{""n"":""13""}","{""n"":""19""}"
"{""n"":""180""}","{""n"":""202298""}","{""n"":""53""}","{""n"":""20""}"
"{""n"":""1733""}","{""n"":""67663119""}","{""n"":""59""}","{""n"":""1891""}"
"{""n"":""250""}","{""n"":""1188564""}","{""n"":""34""}","{""n"":""31""}"
"{""n"":""500""}","{""n"":""296292""}","{""n"":""38""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""37807""}","{""n"":""43""}","{""n"":""15""}"
"{""n"":""1010""}","{""n"":""48204502""}","{""n"":""49""}","{""n"":""389""}"
"{""n"":""600""}","{""n"":""16822355""}","{""n"":""58""}","{""n"":""590""}"
"{""n"":""180""}","{""n"":""4307036""}","{""n"":""37""}","{""n"":""34""}"
"{""n"":""120""}","{""n"":""22801624""}","{""n"":""5""}","{""n"":""258""}"
"{""n"":""200""}","{""n"":""26009""}","{""n"":""47""}","{""n"":""15""}"
"{""n"":""49""}","{""n"":""15171022""}","{""n"":""13""}","{""n"":""69""}"
"{""n"":""400""}","{""n"":""2521096""}","{""n"":""31""}","{""n"":""137""}"
"{""n"":""200""}","{""n"":""171884""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""237548""}","{""n"":""45""}","{""n"":""19""}"
"{""n"":""730""}","{""n"":""116661781""}","{""n"":""48""}","{""n"":""1142""}"
"{""n"":""35""}","{""n"":""0""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""83657""}","{""n"":""39""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""665320""}","{""n"":""1""}","{""n"":""100""}"
"{""n"":""1275""}","{""n"":""6059375""}","{""n"":""8""}","{""n"":""180""}"
"{""n"":""125""}","{""n"":""470483""}","{""n"":""48""}","{""n"":""18""}"
"{""n"":""700""}","{""n"":""31128423""}","{""n"":""30""}","{""n"":""595""}"
"{""n"":""600""}","{""n"":""482507""}","{""n"":""31""}","{""n"":""24""}"
"{""n"":""550""}","{""n"":""2523872""}","{""n"":""29""}","{""n"":""61""}"
"{""n"":""200.99999999999997""}","{""n"":""462118""}","{""n"":""43""}","{""n"":""20""}"
"{""n"":""175""}","{""n"":""0""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""56.00000000000001""}","{""n"":""0""}","{""n"":""19""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""951245""}","{""n"":""53""}","{""n"":""38""}"
"{""n"":""250""}","{""n"":""24037""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""7100860""}","{""n"":""33""}","{""n"":""193""}"
"{""n"":""200""}","{""n"":""161286""}","{""n"":""46""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""462320""}","{""n"":""56""}","{""n"":""78""}"
"{""n"":""550""}","{""n"":""59679855""}","{""n"":""16""}","{""n"":""817""}"
"{""n"":""350""}","{""n"":""311471""}","{""n"":""22""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""1797958""}","{""n"":""13""}","{""n"":""87""}"
"{""n"":""200""}","{""n"":""15995""}","{""n"":""7""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""35816""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""1362927""}","{""n"":""35""}","{""n"":""30""}"
"{""n"":""150""}","{""n"":""31937""}","{""n"":""39""}","{""n"":""15""}"
"{""n"":""1105""}","{""n"":""88357209""}","{""n"":""51""}","{""n"":""347""}"
"{""n"":""250""}","{""n"":""26579530""}","{""n"":""8""}","{""n"":""111""}"
"{""n"":""1930""}","{""n"":""25899""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""67730""}","{""n"":""20""}","{""n"":""15""}"
"{""n"":""340""}","{""n"":""9334411""}","{""n"":""36""}","{""n"":""92""}"
"{""n"":""1030""}","{""n"":""9708247""}","{""n"":""10""}","{""n"":""231""}"
"{""n"":""250""}","{""n"":""204260""}","{""n"":""5""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""125881""}","{""n"":""28""}","{""n"":""15""}"
"{""n"":""2041""}","{""n"":""145869826""}","{""n"":""40""}","{""n"":""2036""}"
"{""n"":""550""}","{""n"":""4030975""}","{""n"":""4""}","{""n"":""235""}"
"{""n"":""1550""}","{""n"":""24288116""}","{""n"":""13""}","{""n"":""427""}"
"{""n"":""271""}","{""n"":""7990""}","{""n"":""7""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""930536""}","{""n"":""49""}","{""n"":""38""}"
"{""n"":""250""}","{""n"":""2045248""}","{""n"":""50""}","{""n"":""73""}"
"{""n"":""800""}","{""n"":""3551667""}","{""n"":""20""}","{""n"":""140""}"
"{""n"":""590""}","{""n"":""384868791""}","{""n"":""54""}","{""n"":""894""}"
"{""n"":""355""}","{""n"":""1838737""}","{""n"":""59""}","{""n"":""130""}"
"{""n"":""200""}","{""n"":""1408198""}","{""n"":""11""}","{""n"":""160""}"
"{""n"":""180""}","{""n"":""3998""}","{""n"":""34""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""4""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""1134585""}","{""n"":""23""}","{""n"":""45""}"
"{""n"":""250""}","{""n"":""27788077""}","{""n"":""36""}","{""n"":""332""}"
"{""n"":""430""}","{""n"":""1508302""}","{""n"":""51""}","{""n"":""67""}"
"{""n"":""320""}","{""n"":""2150594""}","{""n"":""1""}","{""n"":""115""}"
"{""n"":""450""}","{""n"":""69713428""}","{""n"":""34""}","{""n"":""1152""}"
"{""n"":""250""}","{""n"":""1126688""}","{""n"":""25""}","{""n"":""45""}"
"{""n"":""2625""}","{""n"":""1486295""}","{""n"":""37""}","{""n"":""30""}"
"{""n"":""150""}","{""n"":""216715""}","{""n"":""9""}","{""n"":""21""}"
"{""n"":""35""}","{""n"":""270457""}","{""n"":""59""}","{""n"":""23""}"
"{""n"":""250""}","{""n"":""2496348""}","{""n"":""54""}","{""n"":""96""}"
"{""n"":""1280""}","{""n"":""5394990""}","{""n"":""30""}","{""n"":""170""}"
"{""n"":""200""}","{""n"":""2967337""}","{""n"":""19""}","{""n"":""127""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""20""}","{""n"":""15""}"
"{""n"":""151""}","{""n"":""894265""}","{""n"":""41""}","{""n"":""19""}"
"{""n"":""450""}","{""n"":""2792890""}","{""n"":""3""}","{""n"":""245""}"
"{""n"":""125""}","{""n"":""275886""}","{""n"":""45""}","{""n"":""18""}"
"{""n"":""125""}","{""n"":""54070""}","{""n"":""2""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""61905""}","{""n"":""34""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""803606""}","{""n"":""7""}","{""n"":""38""}"
"{""n"":""180""}","{""n"":""1028968""}","{""n"":""5""}","{""n"":""45""}"
"{""n"":""800""}","{""n"":""425466""}","{""n"":""25""}","{""n"":""25""}"
"{""n"":""140""}","{""n"":""102002""}","{""n"":""49""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""26050055""}","{""n"":""3""}","{""n"":""1131""}"
"{""n"":""200""}","{""n"":""76307""}","{""n"":""11""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""808851""}","{""n"":""54""}","{""n"":""30""}"
"{""n"":""200""}","{""n"":""590524""}","{""n"":""58""}","{""n"":""35""}"
"{""n"":""475""}","{""n"":""116326239""}","{""n"":""16""}","{""n"":""409""}"
"{""n"":""49""}","{""n"":""100255""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""229.99999999999997""}","{""n"":""2147839""}","{""n"":""56""}","{""n"":""116""}"
"{""n"":""280""}","{""n"":""9375535""}","{""n"":""17""}","{""n"":""280""}"
"{""n"":""250""}","{""n"":""4219142""}","{""n"":""53""}","{""n"":""153""}"
"{""n"":""250""}","{""n"":""111336""}","{""n"":""6""}","{""n"":""15""}"
"{""n"":""1047""}","{""n"":""13649275""}","{""n"":""19""}","{""n"":""312""}"
"{""n"":""250""}","{""n"":""32033""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""535""}","{""n"":""1257414""}","{""n"":""27""}","{""n"":""95""}"
"{""n"":""35""}","{""n"":""10508044""}","{""n"":""31""}","{""n"":""140""}"
"{""n"":""820""}","{""n"":""3402262""}","{""n"":""12""}","{""n"":""127""}"
"{""n"":""600""}","{""n"":""751017""}","{""n"":""10""}","{""n"":""31""}"
"{""n"":""56.00000000000001""}","{""n"":""320380""}","{""n"":""41""}","{""n"":""16""}"
"{""n"":""1305""}","{""n"":""13856935""}","{""n"":""34""}","{""n"":""294""}"
"{""n"":""140""}","{""n"":""162188""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""193974""}","{""n"":""2""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""2467120""}","{""n"":""45""}","{""n"":""79""}"
"{""n"":""250""}","{""n"":""241927""}","{""n"":""50""}","{""n"":""23""}"
"{""n"":""376""}","{""n"":""5053456""}","{""n"":""43""}","{""n"":""96""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""47""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""1395169""}","{""n"":""2""}","{""n"":""146""}"
"{""n"":""250""}","{""n"":""33995""}","{""n"":""10""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""591330""}","{""n"":""42""}","{""n"":""25""}"
"{""n"":""225""}","{""n"":""6786302""}","{""n"":""32""}","{""n"":""204""}"
"{""n"":""250""}","{""n"":""11968""}","{""n"":""31""}","{""n"":""15""}"
"{""n"":""1287""}","{""n"":""30092776""}","{""n"":""28""}","{""n"":""542""}"
"{""n"":""210""}","{""n"":""342969""}","{""n"":""24""}","{""n"":""20""}"
"{""n"":""200""}","{""n"":""195976""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""1623781""}","{""n"":""53""}","{""n"":""33""}"
"{""n"":""300""}","{""n"":""671130""}","{""n"":""1""}","{""n"":""53""}"
"{""n"":""150""}","{""n"":""478572""}","{""n"":""50""}","{""n"":""18""}"
"{""n"":""150""}","{""n"":""47919""}","{""n"":""51""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""58007""}","{""n"":""38""}","{""n"":""15""}"
"{""n"":""35""}","{""n"":""1189964""}","{""n"":""27""}","{""n"":""23""}"
"{""n"":""540""}","{""n"":""12264229""}","{""n"":""35""}","{""n"":""236""}"
"{""n"":""200""}","{""n"":""3192092""}","{""n"":""52""}","{""n"":""103""}"
"{""n"":""300""}","{""n"":""567174""}","{""n"":""19""}","{""n"":""21""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""607""}","{""n"":""16358963""}","{""n"":""32""}","{""n"":""279""}"
"{""n"":""250""}","{""n"":""545900""}","{""n"":""3""}","{""n"":""35""}"
"{""n"":""200.99999999999997""}","{""n"":""310541""}","{""n"":""37""}","{""n"":""20""}"
"{""n"":""570""}","{""n"":""38965659""}","{""n"":""8""}","{""n"":""689""}"
"{""n"":""450""}","{""n"":""22466268""}","{""n"":""12""}","{""n"":""535""}"
"{""n"":""820""}","{""n"":""251642539""}","{""n"":""22""}","{""n"":""2102""}"
"{""n"":""225""}","{""n"":""350005""}","{""n"":""10""}","{""n"":""18""}"
"{""n"":""100""}","{""n"":""1367698""}","{""n"":""3""}","{""n"":""45""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""40""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""422448""}","{""n"":""12""}","{""n"":""25""}"
"{""n"":""229.99999999999997""}","{""n"":""401472""}","{""n"":""29""}","{""n"":""21""}"
"{""n"":""210""}","{""n"":""0""}","{""n"":""47""}","{""n"":""15""}"
"{""n"":""480""}","{""n"":""13081617""}","{""n"":""59""}","{""n"":""586""}"
"{""n"":""236""}","{""n"":""1196514""}","{""n"":""33""}","{""n"":""23""}"
"{""n"":""635""}","{""n"":""4231702""}","{""n"":""43""}","{""n"":""88""}"
"{""n"":""400""}","{""n"":""11378750""}","{""n"":""22""}","{""n"":""271""}"
"{""n"":""200""}","{""n"":""1564108""}","{""n"":""19""}","{""n"":""87""}"
"{""n"":""172""}","{""n"":""138033""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""384330""}","{""n"":""46""}","{""n"":""23""}"
"{""n"":""200""}","{""n"":""5758900""}","{""n"":""48""}","{""n"":""88""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""455""}","{""n"":""1847104""}","{""n"":""47""}","{""n"":""73""}"
"{""n"":""250""}","{""n"":""356381""}","{""n"":""23""}","{""n"":""25""}"
"{""n"":""200""}","{""n"":""136400""}","{""n"":""40""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""23952""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""34""}","{""n"":""15""}"
"{""n"":""32""}","{""n"":""830102""}","{""n"":""19""}","{""n"":""19""}"
"{""n"":""200""}","{""n"":""452481""}","{""n"":""55""}","{""n"":""30""}"
"{""n"":""175""}","{""n"":""463162""}","{""n"":""47""}","{""n"":""25""}"
"{""n"":""450""}","{""n"":""0""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""1640""}","{""n"":""6826127""}","{""n"":""7""}","{""n"":""223""}"
"{""n"":""200""}","{""n"":""1160803""}","{""n"":""13""}","{""n"":""38""}"
